ID,Name,Age,CountryCode,Salary
37822,NJKMAQURVSKAFOGSM,29,298,7327878.309897235
37823,KNFTMFGELKJ,84,345,3300678.8591522323
37824,XUCJJDOPGTQXNCCUCEO,87,472,5248699.465321304
37825,QTUJDYQAETSGW,84,316,1690311.4111832352
37826,XMEAOYFTSOACMILAW,99,86,9450238.307058798
37827,ERASSABWQO,50,446,2235213.4913712777
37828,KIMQYVPOGVJAUGIC,98,126,5351402.759696324
37829,HNJVGLUVAJCY,21,341,1714324.8885173122
37830,NLBFRJQQTC,29,406,7087085.460577182
37831,MACGQEXZCC,59,212,7732028.986756134
37832,CZQGFIZTFR,58,62,6158235.952196123
37833,YLGJPMRUVWLDA,75,55,6003329.983270807
37834,JRKUHSHLLNWFLBJIZRE,30,305,8160077.079204552
37835,PEKAGNNKTARWOUDM,51,323,4096779.317492566
37836,ZAWQOHDWVJZK,18,235,3179840.0160594755
37837,RYZEUCTKZMMUZZWTKN,34,9,7449012.857359526
37838,FKMXPUIZCZQC,93,170,6055022.044001236
37839,HPBETNEFDYFQYQIE,31,299,5261415.300572297
37840,ABNYTLNKXDEYAZQVF,77,244,4859946.710788973
37841,BNKMATGSKCPTL,94,214,4680556.745857595
37842,MGVMEUBIASXNW,32,314,5333730.750086148
37843,QGJYLBCEBCBXUYRRTMCA,81,314,2813617.2677068915
37844,NJGKVKNSOMPSQAZSD,62,375,125560.8214525109
37845,DBRZFRTHWLVPNSMISXQ,33,11,2664628.317660561
37846,SMHRUWQXJZGUSITZDER,62,365,6808692.221941803
37847,WLRRGHCZNBURNW,84,201,1288055.8297593964
37848,KYZIFAGNSYLIXMTVR,95,385,5402298.847885402
37849,GPNPIVHOVWEFCEGZT,32,488,968608.2403357315
37850,FZPRZEUNRGRNZAISYEG,88,422,3737954.5412643063
37851,OUYUNYTDQTGRDSJRPJC,64,280,9015403.727587271
37852,HTLVYOATXBJNXY,74,231,3969843.1309601404
37853,QSXGMXMEBHSEENGC,74,245,9744478.230603864
37854,DZGMGFBURHNXHSOOOF,42,269,4764296.108078883
37855,WDXVIXVMQXA,55,304,9217929.253789345
37856,LLXEMOQCHQQ,79,41,9743158.22808176
37857,HPJXEJSYONTHTQIJVMMY,99,264,8235720.370402483
37858,SPSVCBPALOKCWYCO,42,337,7668174.236213447
37859,MRTGLNGSDNLCOMA,95,169,5609809.522810391
37860,EQGWFAYFLSWVY,70,364,9808558.099323481
37861,RDIXKKYKFNTKMXNF,35,129,5769929.985456455
37862,JOOIVBVKPTVVPWFC,92,241,4906923.165691278
37863,ABINMQTPWDAHXULGXX,97,27,8474193.664813673
37864,EMYPMJUXXGNZSM,100,424,2407402.4289996526
37865,WXXPDXMSNLDLJ,47,400,1362044.0644581341
37866,QYCLAOUFKICTAKDXFCD,73,143,5699146.087337802
37867,LBXZUNMZVPITHRAUG,93,81,7420867.69209833
37868,OHPRBZFEHTIGCQSLYP,34,66,6172220.606055023
37869,UXEZKQTHCZTXYWSN,31,370,6569525.133454333
37870,WCCNRHLGDDOOCY,81,432,8740949.426931461
37871,TWOWHBRYJTERQL,45,83,1146834.468060602
37872,GMHKAUXAARUDXEY,68,1,848101.7468937566
37873,JSZSCBQKWRZ,31,360,1474188.7319288263
37874,PSGXJGJRBAQM,55,306,8427791.801264754
37875,ZVQZLMQBON,26,429,3492828.010492951
37876,NKUMLVKKXFFZBLC,52,359,6026774.55517342
37877,EZOCEUPFFBYQUDS,95,111,8626915.278739233
37878,ANKOBLAUXKIZGNILFV,69,492,5334680.025611682
37879,QMDAUSNKHOKVUTV,30,246,7835627.855676139
37880,GJSWLPMEDQBEVMSXZN,35,384,4863256.931698929
37881,PQYHUFQQPDJKWME,45,347,9733581.190867888
37882,ZSROZOOJVMPH,46,76,1322963.4885920968
37883,YTHVEEPHJRVDIDUF,29,131,6059210.662823091
37884,RIMVKWXAPUHKILWNKPBK,65,81,2305597.442521932
37885,EKJLSCESUAXCZ,36,123,9995901.501226813
37886,NQZDHLCZUM,53,361,7921039.087192757
37887,QPOHKYXTSPBPPBOKIE,48,39,1118783.4553833273
37888,BBTZYLRRDXWXWL,82,381,7720320.005543843
37889,AUPCGKBVYSES,51,421,7187871.54304419
37890,GETHWNTJOPFDBZLZ,86,24,751887.3590227724
37891,HAEOHICGTXTD,96,287,2010015.7796924396
37892,QOTNYACWORYZMBLW,30,160,1712262.4562385527
37893,NWKTPKEYHSPDCHLSV,62,85,2313263.9670335487
37894,IKPXQGXFQDHHKCCXVT,70,340,6095774.3785082465
37895,XDPSMNZFMFKBYJWT,35,61,8044454.2908593435
37896,OBKMSWHEQFEFAQZAQXXO,69,475,2299854.731065251
37897,MUFFOKGELGOD,87,236,9652412.706039958
37898,IRUHMSUWCTO,73,3,9445875.786845181
37899,QRAPFWNIKTM,58,201,4362939.833598527
37900,ZMXYXYERRCWLOS,38,427,8946176.375386156
37901,GNQEZGAFILE,60,373,6540380.31901116
37902,UYTBMKTYXHCYXZTDA,90,435,2190144.7971627885
37903,QARZDNLFBEDDCIX,32,179,214035.55455453813
37904,IHTVQJEXATMPWMB,48,347,7618607.125934094
37905,DLJOQVMRQVBPGPEO,100,470,634314.437332047
37906,HVOSWHTSMMLWI,93,353,657132.8716871487
37907,KMXKVQXLBPBOWM,18,495,3176786.6553580486
37908,GBGRPAPHWDYDDS,37,101,3017826.3753209948
37909,ZWYWUDBYUFDGR,98,49,5153506.415839125
37910,PEDTCFYJQAJ,96,38,4523313.6265007295
37911,JHCPXIABYRYWHMMPW,49,234,3403362.057339663
37912,KPNEAUZALT,42,499,4326487.639856012
37913,DGMDOOWJIFBKXP,29,489,9895830.152212873
37914,QKPPYUYXFI,81,301,476175.5009223976
37915,KTYYWWKUQQQMZO,98,311,4303562.249104546
37916,PEBQKYXVVPXEYJBHQC,89,438,8226291.253894065
37917,QHCAFQQZIOAK,38,401,7509575.545758865
37918,ZGISARHFOKETUMLRDANS,69,153,8392731.2467593
37919,IBMYPARDMYAMTS,81,50,8095117.378134118
37920,QWJJPFUCSQIHUWXV,68,382,3395865.596382186
37921,YBJUWECFWSEGELKSU,81,251,9080636.644688865
37922,RRGKJRQXRVMQMSP,19,156,2993891.7909827614
37923,ZLEUGPHXEOYXWU,97,496,6814454.9838267565
37924,DHIOVCFIYUGOJN,37,24,1809235.734592093
37925,XOTGLSJCDROAL,38,400,7962388.113780059
37926,BIHYLWNZNMK,39,430,7409579.039122376
37927,QRVGSKVBVKDAQO,45,416,1812616.5898283815
37928,JHWUWDUZMJKVGF,63,16,8217876.749379377
37929,SBTALMTUPBCW,46,468,2490554.3334292066
37930,UQIHIWKKDFHLOVSWTG,89,359,6329432.349546193
37931,LRJKVJIVYDFUEGKTYAH,40,100,5797069.5104015265
37932,ICWJJBKIUWYFMZO,83,360,5132274.444224889
37933,PYXYANCLCMKDTFIA,55,131,4233111.318323037
37934,GMFLLETEUABGHP,26,22,1199235.513746697
37935,RUBERIEIYKJDOY,42,189,8909086.98655497
37936,QEVIILCKKKEKEFXXJDY,51,333,6616904.653082484
37937,BFHCSHYSUFMCTP,52,102,7082484.45156297
37938,ADCHIBQWJVAHKRKUO,75,337,4070414.910073592
37939,IEPYMYJOZUWIDU,19,182,6406915.9112012815
37940,CACAUWIVOA,38,255,1404121.1225147184
37941,ZOPXYTMHXJTZSWBRHKW,30,155,3715823.183594655
37942,TWWUJHJVMCWHUWLXD,91,439,1089309.5563046655
37943,WLOIFZEXZHWR,63,206,9831118.441083092
37944,RNCPZCNHNNWZMTVA,59,235,5229223.97901392
37945,HWKMJBSFZDCMORCGWES,99,373,2424112.4003189174
37946,YSYSISZFCIPQBM,21,158,5213745.207293867
37947,AKIZTGTGVKJPMLPBIGX,70,363,4638439.226117116
37948,ECQEVOZHWCHJMDDUDXYZ,41,423,4805768.953005274
37949,JDYSLYOGDTDAZFQXTZ,28,287,9907745.179153426
37950,RRWTHMEKMYGVSITVWTRR,18,208,7430150.981121953
37951,GBMLIJUWQIPQIXDJJJVA,79,346,8309102.660349808
37952,HLKMBHTBHZ,86,365,3747369.106456816
37953,QVKXGHGXJLWBJYU,35,272,4549682.632547698
37954,DTEQTDSLECZFH,19,105,6952161.638016741
37955,JHIWVBXXCLJ,36,495,3783449.3192439596
37956,IUZTUYODQMNPGWAWQPF,40,126,4058961.82452974
37957,IPDCCJTBTEMVDWXV,33,449,9356771.372981155
37958,MRGQBUFXVZTOU,51,346,964527.937421377
37959,EAWRKRAUSCTPYQRZSDY,85,80,34740.49493768178
37960,CUMOJORWPB,56,383,8795335.835780015
37961,CRKFUTTKYENAKFG,80,236,1408552.3609282416
37962,ORQMUDNYUJBFAEF,84,192,4372689.8954318985
37963,OKZKNPNEOGJTJ,77,149,8575893.086974613
37964,PEGAODGCNGNTZNIO,49,419,3071549.3297040295
37965,QXBUPCZLGWZWFXACEW,45,278,6524589.755014352
37966,JZVQVJXIYJQKVZCQ,88,294,1498225.634339515
37967,RVDAHNBFSJBNUVXZOZ,72,229,4356794.747057732
37968,LKYHHAPGWSYKHLFP,55,35,2416613.352158142
37969,YUGLQEJAIGJJXMWQF,96,366,4129187.880389767
37970,QLQAWLDFAUCTZMUQNUB,62,20,7114833.569110135
37971,GOBZPNRLKYAGO,30,277,4733138.321057151
37972,XHMMVHODUWIQ,91,9,6828120.232403342
37973,NJWICBTNVSD,28,364,1808608.5196898384
37974,NUODLGBBRLHZWMFBLIEA,74,160,7969553.2134315735
37975,XWWELBISNVKOCUGTFXJW,57,146,5691172.467998863
37976,BUPTDUKBTUAEUMT,83,417,9627260.040673068
37977,BUKJOFRWMC,67,225,3722871.9798902296
37978,NDYKMSCWTOXNIOJAQBAC,62,53,4380092.57646618
37979,FGMMGTVGYL,21,98,7549833.947984226
37980,XYFWVTJCLSYFOUFPTC,76,191,8375623.284803281
37981,PXYSKOEJDCSKUI,61,290,8658248.067521049
37982,TYMOGGPCON,98,257,9435557.643612841
37983,IWHQQCYCBHF,79,76,8411131.172106616
37984,RVUDRUJCGSM,23,185,7873029.221865633
37985,FCKFYXLXXBUTPQJY,27,453,578256.6663797635
37986,AXAYJNXYHFDYBTS,79,228,135872.46008078672
37987,UMSEUSTLLPVCQQPVEIZC,37,300,7842956.055980097
37988,SLYRKPGAZQBU,100,179,9741005.534788786
37989,XLDEQUCJUNIMFGG,79,500,6919758.789450985
37990,PAOCTKAGKCVMK,74,43,8304168.473047416
37991,NLHBHIWGVMR,52,160,1890943.2924251526
37992,RABHGDLFCGYLPRWB,55,326,5246259.005409544
37993,RVAVPLJMATP,69,64,1015734.4010593739
37994,ZAHAFGLULFGUIQWMIFF,21,387,3824977.7098422376
37995,UEHHGAPIUDH,55,180,1399743.5657112873
37996,JSQQOWYOFSTWTVNLSQCO,85,271,3711960.781161647
37997,VQDTVWJCZKUP,43,419,6563613.561690711
37998,RRUGDULUAOGQX,59,239,8155484.982438055
37999,RVYGYVITBRXFXVXN,23,246,9178539.314958317
38000,BMCAKNIUULEH,36,43,381752.3924729769
38001,EOYLUMWRHRHAGJPDGL,88,5,1861553.979819224
38002,QXLODZSCEJQDU,64,351,8032648.321565867
38003,SKPLUTHPELUPVGIVK,66,143,5110309.437869827
38004,LJLLWBQMXXQ,33,86,2566468.242726738
38005,PMVGBKAZITJJHOVQNCVZ,25,111,3813613.8461019327
38006,PVWUQYEXPPZPZXYHSHXK,97,242,9395065.261550657
38007,RWQZKDUCMS,71,336,6231766.415824212
38008,XHKIYVIAPVEGPLMSOIE,70,393,3772212.3573572314
38009,SVDISIVLZLHPKXWPGDW,66,60,6985217.43462711
38010,LSVOHSMBNVIPFC,72,17,8074022.557837799
38011,JMERVOREGDFTVRXPNHO,56,444,6028448.859519702
38012,PHKPGDAHSCEXMMCJEDL,21,472,883320.4368091652
38013,NLZSEGNYSDEATSPTAK,28,433,1342930.9525577577
38014,GMKPDNTQDSSM,64,314,6858794.425468553
38015,LFCYOLOFYKA,58,203,7891598.324946923
38016,ROYDXGPQWMMPY,20,134,7881067.376594408
38017,FGLGJSPDOUIDOVASCORV,29,263,4094645.609835465
38018,ZHXNXBROFRYJUPPCCD,99,326,6159181.823833372
38019,ZGTEYBLVGCLJUANGXTTH,55,92,7117380.736334666
38020,YQXYYRSZNIDNBJWXMCE,68,107,6757063.557169764
38021,KNNPCXFVJHJBKSDDQXMD,47,434,2847568.2771272436
38022,GSXOOKSBBEXQ,57,141,5199777.915263586
38023,KPNDWMMPFWXUHLV,63,51,1236076.0437205494
38024,OUIQZYBGNSY,86,65,910629.1524019378
38025,SRZRHBAPDO,53,19,3878670.972908997
38026,LYLQYIJBEKJBM,96,93,4189095.491759406
38027,NFEPYWELQFFXMRTBVGD,29,414,390416.9593103839
38028,RAKUUVLNLHNSXQJB,94,51,6430734.5856291605
38029,HSSAQTGEOQ,41,75,5660096.955001019
38030,FTYTFEPVUSSDMK,83,408,4419456.7654731255
38031,KNSHNOEMLVPYTH,75,176,2121803.437525439
38032,LXOOXQTYQDH,48,494,2380752.146376082
38033,ZKSOHWFQDNX,69,42,8239497.412387101
38034,BGTQOOXGYQTJFBHMG,70,365,8340277.048252676
38035,KXOMXISHXJ,70,2,8022147.489040321
38036,DBXVZAISJUDFUE,74,85,1044195.6607685767
38037,MUGZMKSFDLXALSE,42,112,1821874.5521331078
38038,PVTVVKTZJO,25,256,106309.65335545888
38039,AEFDRGEUBZEXYXR,56,186,752431.1324966869
38040,WRKOXHOLBFYTWKKMAX,75,147,2543611.9790941807
38041,JMXRVGNGUWPYBWISZEQ,68,194,2779930.3151752995
38042,GCRDXLFJUQLJNVBTXP,69,338,8022650.463186358
38043,RPGUPFCXVVGXAZK,71,259,5542484.303277807
38044,ADGETQLHWDDYZWJUFD,33,60,1124601.240473663
38045,BQEWCNXYLRQVIHTKGQX,40,315,7798076.792376862
38046,IYUGISQFCZHYJ,41,291,2814033.821519876
38047,JCUDGAPQJVHPHBJMO,29,155,4658651.584251341
38048,GUEPZOFMZYBTDZVNU,73,376,5854422.414642857
38049,BYLDVQUEQTSTIIS,50,37,3028211.186749331
38050,UVZFEIQADOBPB,65,474,2537146.29669358
38051,BPPSMTUSKVAAZ,84,85,9804253.910958719
38052,TJFAVDUJMHWMBU,20,61,7717121.6846327195
38053,YSPXPHBTZBSCJOGVKG,71,168,7490086.055119929
38054,QOYKDIAHZL,57,494,6642355.647112628
38055,CBSLODAYVQAUMH,58,103,8295527.16866489
38056,UDGELAYQOCQDOJKS,37,74,2960152.779036665
38057,KFDUIUNWSQVQFJCOPGL,41,434,3747325.5056286394
38058,FYLSMTWBYXE,85,30,5412230.019577109
38059,FUEQWRISRSLUSRZCZPOV,34,114,8974911.9103302
38060,TTNEZKCNTKAEFRQZ,26,9,7963985.891165162
38061,FWRMYRTRFGIRYX,100,488,9838445.493525542
38062,RNYRDJIMNEX,33,336,1528534.9213323856
38063,DOLMFEEQGEN,21,419,156400.96935777972
38064,FTAPNAYRLNGIAWZOHRS,25,35,2075856.449456231
38065,FRZRRJZFALV,99,217,5403391.695079486
38066,TOVDHKIVAC,26,199,3201107.646249408
38067,JBMQQWCQYSKYAHC,54,431,3415475.637036568
38068,WSOEFRNRAYF,67,253,7150848.045639432
38069,IEVVCKAQFYOKSL,75,430,3283769.999600363
38070,ZVMTLRUWEIVDCQO,24,297,9597637.534682654
38071,XIGAMJPRUMWXXSGJRKCB,41,346,1412350.0105531043
38072,TVOTVLTIXH,60,159,2380089.2164354217
38073,HWIWNPLDXZOWFM,36,472,993278.015394342
38074,IRNYNRMIAZOUFPSFP,77,386,2464120.8445890592
38075,AZHPIPUKETPBAUFMSEJL,66,295,2551393.419718833
38076,TAYDWXGQFAWGNB,43,462,8681594.170173122
38077,ULFRODWZCWH,92,91,5050945.590674276
38078,NQLBZGYUFVXQHSM,72,23,6081022.8185255965
38079,UVPNLRSGOLTNMLMWA,29,262,437331.8857974237
38080,DKRWERDBOAVMVP,43,230,970906.5462066308
38081,OVZBVUANNWQX,61,301,8883835.530340044
38082,UUXZTCYFQRGIEVAUAZVZ,29,34,9035524.82322955
38083,XCSHEIEAWULRKD,18,275,7512455.627468419
38084,TAPOYRPOPYDCN,54,437,8306269.89579898
38085,DSEDFZBTCQKGDEEX,94,102,2871108.161187031
38086,TEAVJZESEIUZOP,40,266,2517422.721373854
38087,JCHAETLLQLLTK,21,277,6564097.474720143
38088,RUUTOWGJYVJ,22,68,265151.3823076882
38089,KIREZNZZNJZRKR,73,134,1799540.2501438025
38090,LAKWYJQPDMDLMNKCY,90,185,3854834.065857794
38091,RSBWKUWESYMWCEI,100,360,8598074.065232418
38092,YGATBTFPGSBASKGZRKO,23,203,8305639.302260691
38093,YXGJVNYQNTSJQA,86,132,6610346.573890891
38094,FWHJTQKVYGOFVSXF,24,414,8322666.85345058
38095,AFXILDGOAINDX,51,385,743932.2876554624
38096,VWGHTGBHVWHDQF,37,441,9891860.074015403
38097,YPFWYTWPWFZNRPIKVYV,60,346,2900263.0593714276
38098,EISAZNTFNQKCUJJX,20,224,5310172.688782635
38099,OCFKDJSCERQXYZP,53,78,2652851.508439291
38100,NRTPRJQKXNMSEUK,98,282,8799338.733052965
38101,BMRDVMJEVNC,28,177,5464065.857194042
38102,BWJYFDKTWIQLETZAQOMY,76,257,2211916.081783048
38103,WODOGNTXMTUIGRL,72,487,8182395.432331301
38104,PPVOWFAUGZSMDR,96,306,4896825.119055984
38105,LEQDZZNVRNMKCF,81,157,5784145.351071865
38106,EEGMNSPWUPVUHGOFU,36,309,4351576.453508194
38107,ZBUJMJSXBRFOKXMLQAC,35,91,6683526.838275777
38108,CEVQGECGUQUP,66,408,6056161.682212851
38109,NMFUITODYYSWFUMT,66,23,919029.7917388906
38110,WORIAWUPTCXSF,70,201,6882995.17613298
38111,NJBRCKKUKBDMRZGFFL,62,62,9528065.534522722
38112,DHKVBBWSFWOC,61,321,1452948.7488273545
38113,JCDTYSJMROP,38,157,4332366.9569532145
38114,JQAURSGZCYBK,30,89,5631364.077383962
38115,VHNSHYFMPQAB,31,86,6391870.309013856
38116,RXBKMFRUWQDUOAOG,82,296,824130.7231729222
38117,CJFNLLQYRPK,38,248,8963565.592512457
38118,TGWPHCMRKADSJLEB,75,310,5183860.041085235
38119,FUICFQSDCNDHQHYP,64,18,4501524.036997152
38120,PGCHCCMXBYKWGAKDNV,86,163,9630295.888795957
38121,ZIUERVBJRTDDECPCND,100,129,7127571.659711541
38122,TANQQYYVRXT,35,198,4223756.527978399
38123,ETCKSGYLFCXYJO,76,299,8238452.234138067
38124,DAPDZLOQXQVSUCLG,34,284,9741566.952897266
38125,SWVDLUVRXDNQZST,66,283,120578.173722955
38126,LAXUMRGEEBES,61,415,9659582.173629755
38127,APSLWPESWRR,60,404,5989014.187845644
38128,AILLROXEMOOZJNDRV,19,247,496430.3703657596
38129,OCIXPWHNGOPRGZUBDTSX,70,167,2050131.7150408917
38130,TIIEIFQCDXTWGGBKU,43,381,2649748.6183400047
38131,UEQFLBHNTZX,57,31,2316982.044107452
38132,UEHOPCSVWABH,100,351,6131047.232589641
38133,OJRQTKGKQNBJVC,46,133,9191751.036492059
38134,EXSNKMMGZAEDRATDQNJH,26,54,6634324.8669551015
38135,FPGKAMTAVDA,94,386,1939225.1855349527
38136,WTMMUCVQBFHKPRRRNCB,41,264,684011.760862727
38137,DCTGSUPCHKEJIJV,100,204,9814127.47762653
38138,LWLBKKVNKDWVKFJXK,96,431,30741.365775254744
38139,FLTQYUIDIZLCGNVNYSTZ,90,180,3502812.4986585244
38140,SVWHEQLDJMJHHS,72,320,5034048.479827979
38141,AAAVRTCNNXUHNXI,93,412,3889288.5736079044
38142,MWLOWKLEUQCUOKE,94,139,1913297.6605460993
38143,HYWFEXYOUL,29,221,6103276.113413551
38144,EADGIPGNSTEAW,51,301,7651115.854816846
38145,LGNJXCZIFHBABZBWJN,34,477,5343237.330971545
38146,ISZKJRTZZWZO,45,481,3611953.148602661
38147,YQSBLWIJTI,99,91,3801353.275183651
38148,QDOVVGGROZ,74,425,217364.17034012705
38149,WFXLLQFQPWGDISWMXJQ,65,15,8011278.168162727
38150,SZEDYGFDJL,72,43,3070860.236790537
38151,MJRLTCGXXSPIXGHOP,70,58,7667000.34479789
38152,XMBNRDLBDAKJZCORSAXU,35,282,4493946.344985946
38153,CUNEUYTRFMOA,44,194,3594977.5709106443
38154,TWSKUCEPXOJVODSRSDCA,95,97,7234296.438176547
38155,IEFWVPNGIAKEPFSY,80,281,36837.798273790075
38156,EDDQBMGYCLDSYL,99,323,5203282.8002353525
38157,GOKKOYXKGS,23,21,7814775.809412217
38158,SVJOARCEQQLF,39,84,3047741.981193701
38159,YWHZUFVLRBVOGODUA,77,179,8415356.795096273
38160,UJAHJJQLWHQXYHNT,49,67,4954227.352076182
38161,NNHCWFIOYQQJJBYJ,52,374,4716471.988795193
38162,RMWBUNKVWT,40,458,3525007.5283783646
38163,EDTVUDGXDIPZB,75,275,977741.1225507715
38164,BPPGYCBUEXRXNBHAOJR,46,206,4661712.600527494
38165,WETIHHVQWURONWYDG,43,287,7835936.64908105
38166,CBSHDOMTDHMPLQYTH,18,292,8186531.168341736
38167,JOSNRLFTFPNRBZTKWY,49,124,5512278.18967613
38168,EQLHUYGLEKEGXBVX,64,183,8301918.071409355
38169,UTWMDMQTDXFD,88,172,44078.30693519433
38170,PLEMKSMXLAP,20,308,7050847.976306156
38171,AYZAKAJBLWYLVSJJKQ,98,423,1608824.257447551
38172,QKHRMTMQIPGNLXPF,86,470,559249.8016620099
38173,LCQMFSDHAIS,21,253,8176032.597417622
38174,IZDMXVBAVNNTUM,63,440,6120089.994630501
38175,JLZWUISSICQQQVCG,36,308,2724369.2568122377
38176,XEMLBJYXXLQGZOENG,85,468,3350148.716275838
38177,NYMGJZLBGLYTIQGO,25,320,4327609.532115342
38178,JTBLJPYLQWYVECADOH,48,423,5179239.662419537
38179,NGCAHJIZQI,97,265,6550002.033678573
38180,DCOPIXKNZVBDWEEVZHG,44,331,9114691.288494278
38181,MVKAKTYPJW,73,484,9828254.869924808
38182,XYRAMWLBABKFNPJFTRRK,19,255,9902986.254124412
38183,GBUSFOLRKHZBZUSE,87,77,5324895.768504452
38184,XHVFMEXPMEOKQJHMML,71,84,7386801.853795167
38185,VHRQIIKFORFBDWO,87,289,2846446.540484637
38186,WBNVTIBHHSHASOV,68,289,3704378.331985171
38187,BRGXWBNNIPZMWYNSZ,62,310,5378066.138341939
38188,YNQEOGBEMKABRJG,18,303,7436133.82768199
38189,LBILRJTPYPNEXMUE,61,82,7302177.09822809
38190,BAHVVEVQHXJ,28,353,752078.3718753707
38191,UPRNWHDAODVPTXE,47,232,4312148.959215684
38192,XZSWNOELGCPUHYR,62,236,5382244.779007126
38193,CSBFODBUKKDVLJMHCVZA,53,318,112069.57336968102
38194,ADCAZVKKKKAFIKPAHPVB,72,171,6737710.742848268
38195,MDIHPOVQRYFVUPGV,65,327,1925896.809508445
38196,KUFXUVDKARBQYM,84,75,4876125.70880574
38197,QMZSBTWGQZHIMSWSTN,86,209,1593559.845322274
38198,OQJZVEGIKGKNDO,76,449,165406.50362007422
38199,VTDUHKDONIZGVPFRH,26,343,6756198.855475049
38200,JAMCTIMTYZBYWZTYKZA,96,171,2430011.757814744
38201,LJAVUSQHWNRXJKN,77,170,7081662.460831067
38202,CNKGVPFDLSSINSYCFE,66,376,6089182.902212665
38203,WQVMQUSCPXBEC,51,232,9929580.800113805
38204,KIVGMDPQPW,56,177,1018970.7472822631
38205,VZHDKNBWBJY,87,309,5191929.799950913
38206,UXOCOSECIIAGFH,72,491,9393281.46679417
38207,PCXNPVDSIT,47,34,1940153.2082232907
38208,LFLPQVAYCQCU,100,329,511196.8355866757
38209,ELWNTKWEQHN,97,170,9277991.262252972
38210,ETDQTTEOYKJQNU,60,303,8156460.891626414
38211,TREHTCYIICKAE,69,256,6969863.648670688
38212,PEPQOPPFRSRL,41,432,3517297.007572668
38213,KXLDKHKHWOCE,44,196,3730840.944178314
38214,FHWJHHWSRPGMXDABVWG,23,235,6281879.338830652
38215,WLOBQLTVCEIHPJ,49,179,2267019.2043632655
38216,FRTQZFXHQRHAKMCYQ,21,319,9115853.973382752
38217,FWNRLSZGSFJQMMROAH,20,396,6485115.89351253
38218,QLABFGZJDIEUREODKCEN,87,377,2173701.213570247
38219,DPVDILFTTLWUUJZOA,60,57,2594760.6810629433
38220,JKXFTDIRPABRFWURHN,75,497,4959590.43102102
38221,DUTUQYQURBXWPUNNSVJY,46,434,5430091.794492803
38222,NEFBWPCBTZYUKI,19,259,7867610.301457603
38223,RSSMLQCSHNHXEIWMEVWY,32,272,507564.0472443871
38224,XKITKSKKQZKKSCKGJXJ,63,426,2945081.5784015497
38225,NHNIEEUPOEQQS,67,310,469279.41527557577
38226,JMGKYMLNUW,56,317,4305351.069730414
38227,JGRQSFEDHMRHRB,64,476,7737709.757131096
38228,BOPSJWKRVKYSHBIOVIT,60,99,604757.8657725174
38229,WUEKEOBLDBPDGHULWBEB,91,350,1549110.5427332658
38230,PRZLZHMHKM,71,269,3126152.006401079
38231,XFHDSIYBMFECJBOAKJSH,62,42,8333198.12402271
38232,IGEHMIHTRPM,23,449,7333126.255692564
38233,DPSKMECPXW,77,341,4931536.994588353
38234,STIOMQKCNXO,67,228,4456629.879115318
38235,QPHGGDVCLAEIQG,67,422,9313048.421716344
38236,LMSAXEDFDEFMLFTMPC,89,286,3684556.8891364695
38237,AGBWVUDMHM,83,195,9814469.929570867
38238,LYWQLJYIYTXLDZCSNO,84,132,2260465.9849644355
38239,ETHAFKWKLJXXEH,55,169,6972571.973926451
38240,BYVUMIHZPVPDI,87,162,4180762.246540329
38241,LPRKOIPUZNWUCPVLARU,39,291,6587525.080141994
38242,AHANICEOKVUWUKIXBB,18,413,1221262.620071935
38243,RMMVCHQNDQJBECJSX,87,218,1192508.7234135754
38244,GOVFNMLHXBCP,62,272,4243324.988932786
38245,DDXUUGUKRHQLPYKBUBU,49,14,9951605.45162603
38246,HFMQTIIKLK,62,127,4496768.153980727
38247,TDEMCATLQNTFDZYYV,84,402,4428156.461275878
38248,IKVSCJYCUTJCJROFW,70,394,4761458.077151528
38249,COUWDJRXMCVJWLTF,68,301,7743742.97064955
38250,TWMGDUCEGNKKXNS,53,148,6979585.443987548
38251,GFLMBBVLGK,40,310,2444244.4656489836
38252,YBKDPWSBPOMVOQ,30,363,9866282.08994403
38253,JYJJHDNXUFNKIVSIBAQ,77,73,5540987.754111244
38254,WWJWROUKSBGERRTMTWO,84,314,5380620.910309949
38255,PYPRXTIWXRHLATYGNUIU,100,485,2231158.174054386
38256,RKFOOSAHOPLJVCBUNYQQ,51,253,8542500.327611513
38257,ZHGTNQBNNFKXFY,78,339,812445.5555518367
38258,EOISZEEWUY,51,471,8428164.695353638
38259,PILZPLNPETTVSQFCDU,66,352,9621105.243872598
38260,HDHMHDXDWDO,91,153,4508316.116228565
38261,EQMAKWMNGVDMPHBOL,62,199,4887501.048405389
38262,PDJCIMMBFV,49,151,7905086.327469721
38263,ZVOEHPFOHPKHMNAHWVYY,33,173,9915853.259631634
38264,YSHSFOOSFMGTRHDM,69,4,6566731.543877434
38265,MVJOZKHJTW,79,176,7963923.7618135
38266,KDVOPKVVPKNRPZNP,47,140,9697797.779582823
38267,VSPECXCWBHDDT,18,403,8445586.661591595
38268,ZBPXFDGVLZAUQYYVMYTS,46,159,2865547.863914036
38269,YFZCOLHHAUVOE,27,405,3400283.997187132
38270,MULAHDAWRPSG,61,106,3048108.667450747
38271,JOENXHPCYKRRBU,94,279,7188686.5430583395
38272,VZIUCDZKGUUQOJP,74,263,6998548.612048844
38273,EBUSACHBWEYIAZXLYQ,74,245,1456223.9470998428
38274,IUBAEOUNGFSKSB,30,324,8394873.902345875
